Archive_Date,Group,Hospital_HIPE,Hospital,Specialty_HIPE1,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1100,Haematology,Adult,65+,12-15 Months,15
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1300,Neurology,Adult,16-64, 9-12 Months,214
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1300,Neurology,Adult,16-64,18 Months +,866
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1300,Neurology,Adult,65+, 3-6 Months,67
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1300,Neurology,Adult,65+, 6-9 Months,51
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1300,Neurology,Adult,65+,12-15 Months,26
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Adult,16-64,18 Months +,1053
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Adult,65+, 0-3 Months,43
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Adult,65+, 3-6 Months,39
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Adult,65+, 9-12 Months,17
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Adult,65+,12-15 Months,9
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1600,Oncology,Adult,16-64, 0-3 Months,4
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1700,Ophthalmology,Adult,16-64, 6-9 Months,34
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1700,Ophthalmology,Adult,16-64, 9-12 Months,12
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Adult,16-64,15-18 Months,160
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Adult,65+,12-15 Months,81
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Adult,65+,18 Months +,212
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2300,Nephrology,Adult,16-64, 0-3 Months,62
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2300,Nephrology,Adult,16-64, 6-9 Months,5
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2300,Nephrology,Adult,16-64, 9-12 Months,3
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2300,Nephrology,Adult,65+, 3-6 Months,19
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2400,Respiratory Medicine,Adult,16-64,18 Months +,93
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2400,Respiratory Medicine,Adult,65+, 0-3 Months,81
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2400,Respiratory Medicine,Adult,65+, 3-6 Months,42
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2400,Respiratory Medicine,Adult,65+, 6-9 Months,22
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2400,Respiratory Medicine,Adult,65+, 9-12 Months,29
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Child,0-15, 0-3 Months,1
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Child,0-15, 3-6 Months,1
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Child,0-15, 6-9 Months,1
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1700,Ophthalmology,Adult,16-64, 0-3 Months,48
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1700,Ophthalmology,Adult,16-64, 3-6 Months,62
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1700,Ophthalmology,Adult,16-64,12-15 Months,11
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1700,Ophthalmology,Adult,65+, 6-9 Months,27
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1700,Ophthalmology,Adult,65+,15-18 Months,12
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Adult,16-64,12-15 Months,182
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Adult,16-64,18 Months +,557
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Adult,65+, 0-3 Months,280
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Adult,65+, 3-6 Months,284
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Adult,65+, 6-9 Months,199
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Adult,65+,15-18 Months,50
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Child,0-15, 0-3 Months,1
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Child,0-15, 3-6 Months,3
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Child,0-15,12-15 Months,1
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2100,Psychiatry,Adult,65+, 0-3 Months,1
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2300,Nephrology,Adult,65+, 0-3 Months,45
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2300,Nephrology,Adult,65+, 6-9 Months,7
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,155
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,85
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,59
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2400,Respiratory Medicine,Adult,16-64,12-15 Months,40
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2400,Respiratory Medicine,Adult,16-64,15-18 Months,34
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2500,Rheumatology,Adult,65+, 3-6 Months,32
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2500,Rheumatology,Adult,65+, 6-9 Months,14
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2500,Rheumatology,Adult,65+,12-15 Months,5
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Adult,16-64, 3-6 Months,234
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Adult,16-64, 6-9 Months,163
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Adult,16-64,12-15 Months,98
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Adult,16-64,15-18 Months,75
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Adult,65+, 9-12 Months,30
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Adult,16-64, 0-3 Months,94
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Adult,16-64, 3-6 Months,139
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Adult,16-64,12-15 Months,73
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Adult,65+, 6-9 Months,63
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Adult,65+,15-18 Months,35
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Child,0-15, 0-3 Months,1
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,3000,Rehabilitation Medicine,Adult,16-64, 0-3 Months,1
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,6200,Clinical Neurophysiology,Adult,65+, 0-3 Months,73
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,6200,Clinical Neurophysiology,Adult,65+,15-18 Months,25
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Adult,16-64, 9-12 Months,273
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Adult,16-64,18 Months +,1974
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Adult,65+, 0-3 Months,194
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Adult,65+, 3-6 Months,103
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Adult,65+,12-15 Months,62
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Child,0-15, 0-3 Months,1
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8003,Pain Relief,Adult,16-64, 3-6 Months,119
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8003,Pain Relief,Adult,16-64,12-15 Months,101
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Child,0-15, 9-12 Months,1
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2100,Psychiatry,Adult,16-64, 6-9 Months,1
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2300,Nephrology,Adult,16-64, 3-6 Months,28
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2300,Nephrology,Adult,16-64,12-15 Months,1
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2300,Nephrology,Adult,65+, 9-12 Months,4
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,42
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2400,Respiratory Medicine,Adult,65+,12-15 Months,24
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2400,Respiratory Medicine,Adult,65+,18 Months +,56
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2500,Rheumatology,Adult,65+, 9-12 Months,21
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Adult,16-64, 9-12 Months,155
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Adult,65+, 0-3 Months,91
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Adult,65+,18 Months +,10
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Adult,65+, 9-12 Months,59
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Adult,65+,18 Months +,14
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,3000,Rehabilitation Medicine,Adult,65+, 0-3 Months,2
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,5000,General Medicine,Adult,16-64, 0-3 Months,6
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,6200,Clinical Neurophysiology,Adult,16-64, 3-6 Months,217
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,6200,Clinical Neurophysiology,Adult,16-64, 6-9 Months,198
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,6200,Clinical Neurophysiology,Adult,16-64,12-15 Months,120
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,6200,Clinical Neurophysiology,Adult,16-64,15-18 Months,94
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,6200,Clinical Neurophysiology,Adult,65+, 9-12 Months,35
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,6200,Clinical Neurophysiology,Child,0-15, 3-6 Months,1
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7300,Palliative Medicine,Adult,16-64, 0-3 Months,1
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Adult,16-64, 6-9 Months,273
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Adult,16-64,15-18 Months,205
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Adult,65+, 9-12 Months,75
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8003,Pain Relief,Adult,65+, 0-3 Months,45
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8003,Pain Relief,Adult,65+, 6-9 Months,36
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8003,Pain Relief,Adult,65+,15-18 Months,21
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8003,Pain Relief,Adult,65+,18 Months +,109
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8400,Chemical Pathology,Adult,16-64, 0-3 Months,21
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8400,Chemical Pathology,Adult,16-64, 3-6 Months,8
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8400,Chemical Pathology,Adult,16-64, 6-9 Months,7
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8400,Chemical Pathology,Adult,16-64,12-15 Months,3
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8400,Chemical Pathology,Child,0-15, 3-6 Months,1
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8400,Chemical Pathology,Child,0-15, 6-9 Months,1
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0100,Cardiology,Adult,16-64, 9-12 Months,14
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0100,Cardiology,Adult,65+, 0-3 Months,78
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0400,Endocrinology,Adult,16-64, 0-3 Months,330
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0400,Endocrinology,Adult,16-64, 3-6 Months,310
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0400,Endocrinology,Adult,16-64,12-15 Months,107
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0400,Endocrinology,Adult,16-64,15-18 Months,78
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0402,Diabetes Mellitus,Adult,65+, 0-3 Months,16
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0402,Diabetes Mellitus,Adult,65+, 6-9 Months,9
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0402,Diabetes Mellitus,Adult,65+,15-18 Months,1
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0402,Diabetes Mellitus,Adult,65+,18 Months +,4
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0700,Gastro-Enterology,Adult,16-64, 6-9 Months,19
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0700,Gastro-Enterology,Adult,65+, 9-12 Months,1
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0900,Geriatric Medicine,Adult,16-64, 0-3 Months,1
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,1503,Gynaecology,Adult,16-64, 0-3 Months,17
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Adult,16-64, 6-9 Months,208
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Adult,16-64,12-15 Months,117
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Adult,65+,15-18 Months,18
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1700,Ophthalmology,Adult,16-64,15-18 Months,8
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1700,Ophthalmology,Adult,16-64,18 Months +,6
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1700,Ophthalmology,Adult,65+, 0-3 Months,43
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1700,Ophthalmology,Adult,65+, 3-6 Months,30
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1700,Ophthalmology,Adult,65+,12-15 Months,1
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Adult,16-64, 0-3 Months,767
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Adult,16-64, 3-6 Months,719
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Adult,16-64, 6-9 Months,503
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Adult,16-64, 9-12 Months,270
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1800,Orthopaedics,Child,0-15,18 Months +,2
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2100,Psychiatry,Adult,16-64, 0-3 Months,12
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2400,Respiratory Medicine,Adult,65+,15-18 Months,18
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2500,Rheumatology,Adult,16-64, 0-3 Months,159
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2500,Rheumatology,Adult,16-64, 3-6 Months,108
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2500,Rheumatology,Adult,16-64, 6-9 Months,42
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2500,Rheumatology,Adult,16-64, 9-12 Months,39
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2500,Rheumatology,Adult,16-64,12-15 Months,16
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Adult,16-64, 0-3 Months,355
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Adult,16-64,18 Months +,42
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Adult,65+, 3-6 Months,48
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Adult,65+, 6-9 Months,40
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Adult,65+,12-15 Months,29
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Adult,16-64,15-18 Months,72
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Adult,16-64,18 Months +,46
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Adult,65+, 0-3 Months,50
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Adult,65+, 3-6 Months,60
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Adult,65+,12-15 Months,20
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,3000,Rehabilitation Medicine,Adult,16-64, 3-6 Months,2
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,6200,Clinical Neurophysiology,Child,0-15, 0-3 Months,5
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7300,Palliative Medicine,Adult,16-64, 3-6 Months,1
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Adult,16-64, 0-3 Months,353
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Adult,16-64, 3-6 Months,306
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Adult,16-64,12-15 Months,219
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Adult,65+, 6-9 Months,95
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8400,Chemical Pathology,Child,0-15, 0-3 Months,2
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0400,Endocrinology,Adult,16-64,18 Months +,709
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0400,Endocrinology,Adult,65+, 0-3 Months,22
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0400,Endocrinology,Adult,65+, 3-6 Months,15
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0400,Endocrinology,Adult,65+, 6-9 Months,11
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0400,Endocrinology,Adult,65+, 9-12 Months,14
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0400,Endocrinology,Adult,65+,12-15 Months,12
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0402,Diabetes Mellitus,Adult,16-64, 0-3 Months,30
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0402,Diabetes Mellitus,Adult,16-64, 6-9 Months,21
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0402,Diabetes Mellitus,Adult,16-64, 9-12 Months,17
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0402,Diabetes Mellitus,Adult,16-64,18 Months +,6
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0402,Diabetes Mellitus,Adult,65+, 3-6 Months,9
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0402,Diabetes Mellitus,Adult,65+,12-15 Months,1
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0900,Geriatric Medicine,Adult,65+,15-18 Months,1
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2500,Rheumatology,Adult,65+, 0-3 Months,42
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Adult,65+,15-18 Months,15
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Adult,16-64, 6-9 Months,129
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Adult,16-64, 9-12 Months,114
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,6200,Clinical Neurophysiology,Adult,16-64, 0-3 Months,258
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,6200,Clinical Neurophysiology,Adult,16-64, 9-12 Months,145
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,6200,Clinical Neurophysiology,Adult,16-64,18 Months +,16
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,6200,Clinical Neurophysiology,Adult,65+, 3-6 Months,70
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,6200,Clinical Neurophysiology,Adult,65+, 6-9 Months,57
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,6200,Clinical Neurophysiology,Adult,65+,12-15 Months,28
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7300,Palliative Medicine,Adult,65+, 0-3 Months,4
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Adult,65+,15-18 Months,50
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Adult,65+,18 Months +,577
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8003,Pain Relief,Adult,16-64, 0-3 Months,147
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8003,Pain Relief,Adult,16-64, 6-9 Months,138
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8003,Pain Relief,Adult,16-64, 9-12 Months,116
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8003,Pain Relief,Adult,16-64,18 Months +,307
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8003,Pain Relief,Adult,65+, 3-6 Months,28
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8003,Pain Relief,Adult,65+,12-15 Months,18
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8400,Chemical Pathology,Adult,65+, 3-6 Months,4
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8400,Chemical Pathology,Adult,65+, 6-9 Months,2
30/01/2020,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8400,Chemical Pathology,Adult,65+, 9-12 Months,2
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0000,Small Volume Specialities,Adult,65+, 0-3 Months,1
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0100,Cardiology,Adult,16-64, 0-3 Months,109
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0100,Cardiology,Adult,65+, 3-6 Months,70
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0100,Cardiology,Adult,65+, 6-9 Months,83
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0100,Cardiology,Adult,65+, 9-12 Months,12
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0400,Endocrinology,Adult,0-15, 0-3 Months,3
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0400,Endocrinology,Adult,16-64, 6-9 Months,185
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0400,Endocrinology,Adult,65+,15-18 Months,4
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0700,Gastro-Enterology,Adult,16-64, 0-3 Months,35
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0700,Gastro-Enterology,Adult,16-64, 3-6 Months,19
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0700,Gastro-Enterology,Adult,16-64, 9-12 Months,10
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,0900,Geriatric Medicine,Adult,65+, 3-6 Months,50
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,1503,Gynaecology,Adult,65+, 0-3 Months,1
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,1503,Gynaecology,Adult,65+, 9-12 Months,3
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,1700,Ophthalmology,Adult,16-64, 0-3 Months,3
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,1700,Ophthalmology,Adult,16-64, 3-6 Months,1
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,2100,Psychiatry,Adult,0-15, 3-6 Months,1
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Adult,16-64, 0-3 Months,125
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Adult,16-64, 6-9 Months,41
30/01/2020,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Adult,16-64, 9-12 Months,23
