Time_Bands,Speciality_Name,Hospital_Group,Archive_Date,Total
> 1 Year,Paediatrics,Children's Health Ireland,2014-03-28T00:00:00Z,24
< 1 Year,Pathology,Children's Health Ireland,2014-03-28T00:00:00Z,28
< 1 Year,Plastic Surgery,Children's Health Ireland,2014-03-28T00:00:00Z,872
> 1 Year,Plastic Surgery,Children's Health Ireland,2014-03-28T00:00:00Z,24
< 1 Year,Respiratory Medicine,Children's Health Ireland,2014-03-28T00:00:00Z,511
> 1 Year,Respiratory Medicine,Children's Health Ireland,2014-03-28T00:00:00Z,28
< 1 Year,Rheumatology,Children's Health Ireland,2014-03-28T00:00:00Z,285
> 1 Year,Rheumatology,Children's Health Ireland,2014-03-28T00:00:00Z,20
< 1 Year,Small Volume Specialities,Children's Health Ireland,2014-03-28T00:00:00Z,1
< 1 Year,Urology,Children's Health Ireland,2014-03-28T00:00:00Z,490
> 1 Year,Urology,Children's Health Ireland,2014-03-28T00:00:00Z,87
< 1 Year,Anaesthetics,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,574
> 1 Year,Anaesthetics,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,22
< 1 Year,Cardio-Thoracic Surgery,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,46
< 1 Year,Cardiology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,1986
> 1 Year,Cardiology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,9
< 1 Year,Chemical Pathology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,102
> 1 Year,Chemical Pathology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,4
< 1 Year,Clinical (Medical) Genetics,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,176
< 1 Year,Clinical Immunology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,95
< 1 Year,Clinical Neurophysiology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,834
> 1 Year,Clinical Neurophysiology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,28
< 1 Year,Dental Surgery,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,5
< 1 Year,Dermatology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,3219
> 1 Year,Dermatology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,191
< 1 Year,Developmental Paediatrics,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,219
< 1 Year,Diabetes Mellitus,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,237
< 1 Year,Endocrinology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,942
> 1 Year,Endocrinology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,28
< 1 Year,Gastro-Enterology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,1609
> 1 Year,Gastro-Enterology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,5
< 1 Year,General Medicine,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,2133
> 1 Year,General Medicine,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,30
< 1 Year,General Surgery,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,4748
> 1 Year,General Surgery,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,361
< 1 Year,Geriatric Medicine,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,354
> 1 Year,Geriatric Medicine,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,1
< 1 Year,Gynaecology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,2011
> 1 Year,Gynaecology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,148
< 1 Year,Haematology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,951
> 1 Year,Haematology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,2
< 1 Year,Histopathology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,8
< 1 Year,Infectious Diseases,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,25
< 1 Year,Maxillo-Facial,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,399
< 1 Year,Nephrology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,266
< 1 Year,Neurology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,1686
> 1 Year,Neurology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,175
< 1 Year,Oncology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,46
< 1 Year,Ophthalmology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,1513
> 1 Year,Ophthalmology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,104
< 1 Year,Orthopaedics,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,6551
> 1 Year,Orthopaedics,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,468
< 1 Year,Other,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,340
> 1 Year,Other,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,3
< 1 Year,Otolaryngology (ENT),Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,4994
> 1 Year,Otolaryngology (ENT),Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,1170
< 1 Year,Paed Cardiology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,281
> 1 Year,Paed Cardiology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,43
< 1 Year,Paed Endocrinology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,65
< 1 Year,Paed Gastro-Enterol,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,369
> 1 Year,Paed Gastro-Enterol,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,2
< 1 Year,Paed Orthopaedic,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,73
< 1 Year,Paediatric Dermatology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,294
> 1 Year,Paediatric Dermatology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,1
< 1 Year,Paediatric ENT,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,1317
> 1 Year,Paediatric ENT,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,236
< 1 Year,Paediatric Neurology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,62
< 1 Year,Paediatric Respiratory Medicine,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,406
> 1 Year,Paediatric Respiratory Medicine,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,2
< 1 Year,Paediatric Surgery,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,249
> 1 Year,Paediatric Surgery,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,1
< 1 Year,Paediatrics,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,1057
> 1 Year,Paediatrics,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,2
< 1 Year,Pain Relief,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,279
< 1 Year,Palliative Medicine,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,18
< 1 Year,Plastic Surgery,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,1381
> 1 Year,Plastic Surgery,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,8
< 1 Year,Psychiatry,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,91
< 1 Year,Radiotherapy,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,25
< 1 Year,Rehabilitation Medicine,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,11
< 1 Year,Respiratory Medicine,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,656
> 1 Year,Respiratory Medicine,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,3
< 1 Year,Rheumatology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,1300
> 1 Year,Rheumatology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,136
< 1 Year,Urology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,3347
> 1 Year,Urology,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,403
< 1 Year,Vascular Surgery,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,1376
> 1 Year,Vascular Surgery,Dublin Midlands Hospital Group,2014-03-28T00:00:00Z,88
< 1 Year,Anaesthetics,Ireland East Hospital Group,2014-03-28T00:00:00Z,33
< 1 Year,Cardio-Thoracic Surgery,Ireland East Hospital Group,2014-03-28T00:00:00Z,73
< 1 Year,Cardiology,Ireland East Hospital Group,2014-03-28T00:00:00Z,2631
> 1 Year,Cardiology,Ireland East Hospital Group,2014-03-28T00:00:00Z,9
< 1 Year,Clinical (Medical) Genetics,Ireland East Hospital Group,2014-03-28T00:00:00Z,227
< 1 Year,Clinical Neurophysiology,Ireland East Hospital Group,2014-03-28T00:00:00Z,6
< 1 Year,Dental Surgery,Ireland East Hospital Group,2014-03-28T00:00:00Z,4
< 1 Year,Dermatology,Ireland East Hospital Group,2014-03-28T00:00:00Z,5426
> 1 Year,Dermatology,Ireland East Hospital Group,2014-03-28T00:00:00Z,237
< 1 Year,Diabetes Mellitus,Ireland East Hospital Group,2014-03-28T00:00:00Z,94
< 1 Year,Endocrinology,Ireland East Hospital Group,2014-03-28T00:00:00Z,1777
> 1 Year,Endocrinology,Ireland East Hospital Group,2014-03-28T00:00:00Z,304
< 1 Year,G.P. Medicine,Ireland East Hospital Group,2014-03-28T00:00:00Z,1
< 1 Year,Gastro-Enterology,Ireland East Hospital Group,2014-03-28T00:00:00Z,1786
< 1 Year,General Medicine,Ireland East Hospital Group,2014-03-28T00:00:00Z,4135
> 1 Year,General Medicine,Ireland East Hospital Group,2014-03-28T00:00:00Z,53
< 1 Year,General Surgery,Ireland East Hospital Group,2014-03-28T00:00:00Z,7630
> 1 Year,General Surgery,Ireland East Hospital Group,2014-03-28T00:00:00Z,72
< 1 Year,Geriatric Medicine,Ireland East Hospital Group,2014-03-28T00:00:00Z,518
< 1 Year,Gynaecology,Ireland East Hospital Group,2014-03-28T00:00:00Z,3411
> 1 Year,Gynaecology,Ireland East Hospital Group,2014-03-28T00:00:00Z,9
< 1 Year,Haematology,Ireland East Hospital Group,2014-03-28T00:00:00Z,864
> 1 Year,Haematology,Ireland East Hospital Group,2014-03-28T00:00:00Z,1
< 1 Year,Immunology,Ireland East Hospital Group,2014-03-28T00:00:00Z,2
< 1 Year,Infectious Diseases,Ireland East Hospital Group,2014-03-28T00:00:00Z,35
< 1 Year,Metabolic Medicine,Ireland East Hospital Group,2014-03-28T00:00:00Z,106
< 1 Year,Nephrology,Ireland East Hospital Group,2014-03-28T00:00:00Z,226
< 1 Year,Neurology,Ireland East Hospital Group,2014-03-28T00:00:00Z,1991
> 1 Year,Neurology,Ireland East Hospital Group,2014-03-28T00:00:00Z,11
< 1 Year,Obstetrics,Ireland East Hospital Group,2014-03-28T00:00:00Z,36
< 1 Year,Oncology,Ireland East Hospital Group,2014-03-28T00:00:00Z,145
< 1 Year,Ophthalmology,Ireland East Hospital Group,2014-03-28T00:00:00Z,7446
> 1 Year,Ophthalmology,Ireland East Hospital Group,2014-03-28T00:00:00Z,317
< 1 Year,Orthopaedics,Ireland East Hospital Group,2014-03-28T00:00:00Z,7301
> 1 Year,Orthopaedics,Ireland East Hospital Group,2014-03-28T00:00:00Z,131
< 1 Year,Other,Ireland East Hospital Group,2014-03-28T00:00:00Z,3
< 1 Year,Otolaryngology (ENT),Ireland East Hospital Group,2014-03-28T00:00:00Z,4874
> 1 Year,Otolaryngology (ENT),Ireland East Hospital Group,2014-03-28T00:00:00Z,302
< 1 Year,Paediatrics,Ireland East Hospital Group,2014-03-28T00:00:00Z,1024
< 1 Year,Pain Relief,Ireland East Hospital Group,2014-03-28T00:00:00Z,709
< 1 Year,Palliative Medicine,Ireland East Hospital Group,2014-03-28T00:00:00Z,1
< 1 Year,Plastic Surgery,Ireland East Hospital Group,2014-03-28T00:00:00Z,2198
> 1 Year,Plastic Surgery,Ireland East Hospital Group,2014-03-28T00:00:00Z,22
< 1 Year,Psychiatry,Ireland East Hospital Group,2014-03-28T00:00:00Z,105
< 1 Year,Radiotherapy,Ireland East Hospital Group,2014-03-28T00:00:00Z,14
< 1 Year,Rehabilitation Medicine,Ireland East Hospital Group,2014-03-28T00:00:00Z,3
< 1 Year,Respiratory Medicine,Ireland East Hospital Group,2014-03-28T00:00:00Z,1377
> 1 Year,Respiratory Medicine,Ireland East Hospital Group,2014-03-28T00:00:00Z,1
< 1 Year,Rheumatology,Ireland East Hospital Group,2014-03-28T00:00:00Z,1526
> 1 Year,Rheumatology,Ireland East Hospital Group,2014-03-28T00:00:00Z,44
< 1 Year,Urology,Ireland East Hospital Group,2014-03-28T00:00:00Z,2188
> 1 Year,Urology,Ireland East Hospital Group,2014-03-28T00:00:00Z,17
< 1 Year,Vascular Surgery,Ireland East Hospital Group,2014-03-28T00:00:00Z,227
< 1 Year,Anaesthetics,RCSI  Hospitals Group,2014-03-28T00:00:00Z,93
< 1 Year,Breast Surgery,RCSI  Hospitals Group,2014-03-28T00:00:00Z,447
< 1 Year,Cardiology,RCSI  Hospitals Group,2014-03-28T00:00:00Z,2899
> 1 Year,Cardiology,RCSI  Hospitals Group,2014-03-28T00:00:00Z,43
< 1 Year,Clinical Immunology,RCSI  Hospitals Group,2014-03-28T00:00:00Z,217
< 1 Year,Dermatology,RCSI  Hospitals Group,2014-03-28T00:00:00Z,5084
> 1 Year,Dermatology,RCSI  Hospitals Group,2014-03-28T00:00:00Z,115
< 1 Year,Endocrinology,RCSI  Hospitals Group,2014-03-28T00:00:00Z,1497
> 1 Year,Endocrinology,RCSI  Hospitals Group,2014-03-28T00:00:00Z,1
< 1 Year,Gastro-Enterology,RCSI  Hospitals Group,2014-03-28T00:00:00Z,1829
> 1 Year,Gastro-Enterology,RCSI  Hospitals Group,2014-03-28T00:00:00Z,2
< 1 Year,General Medicine,RCSI  Hospitals Group,2014-03-28T00:00:00Z,1714
> 1 Year,General Medicine,RCSI  Hospitals Group,2014-03-28T00:00:00Z,27
< 1 Year,General Surgery,RCSI  Hospitals Group,2014-03-28T00:00:00Z,4033
> 1 Year,General Surgery,RCSI  Hospitals Group,2014-03-28T00:00:00Z,24
< 1 Year,Geriatric Medicine,RCSI  Hospitals Group,2014-03-28T00:00:00Z,318
> 1 Year,Geriatric Medicine,RCSI  Hospitals Group,2014-03-28T00:00:00Z,1
< 1 Year,Gynaecology,RCSI  Hospitals Group,2014-03-28T00:00:00Z,3083
> 1 Year,Gynaecology,RCSI  Hospitals Group,2014-03-28T00:00:00Z,40
< 1 Year,Haematology,RCSI  Hospitals Group,2014-03-28T00:00:00Z,445
> 1 Year,Haematology,RCSI  Hospitals Group,2014-03-28T00:00:00Z,1
< 1 Year,Infectious Diseases,RCSI  Hospitals Group,2014-03-28T00:00:00Z,39
< 1 Year,Maxillo-Facial,RCSI  Hospitals Group,2014-03-28T00:00:00Z,21
< 1 Year,Nephrology,RCSI  Hospitals Group,2014-03-28T00:00:00Z,188
< 1 Year,Neurology,RCSI  Hospitals Group,2014-03-28T00:00:00Z,2298
> 1 Year,Neurology,RCSI  Hospitals Group,2014-03-28T00:00:00Z,19
< 1 Year,Neurosurgery,RCSI  Hospitals Group,2014-03-28T00:00:00Z,1592
< 1 Year,Oncology,RCSI  Hospitals Group,2014-03-28T00:00:00Z,45
< 1 Year,Ophthalmology,RCSI  Hospitals Group,2014-03-28T00:00:00Z,1540
> 1 Year,Ophthalmology,RCSI  Hospitals Group,2014-03-28T00:00:00Z,13
< 1 Year,Orthopaedics,RCSI  Hospitals Group,2014-03-28T00:00:00Z,4366
> 1 Year,Orthopaedics,RCSI  Hospitals Group,2014-03-28T00:00:00Z,40
< 1 Year,Other,RCSI  Hospitals Group,2014-03-28T00:00:00Z,838
> 1 Year,Other,RCSI  Hospitals Group,2014-03-28T00:00:00Z,38
< 1 Year,Otolaryngology (ENT),RCSI  Hospitals Group,2014-03-28T00:00:00Z,4728
> 1 Year,Otolaryngology (ENT),RCSI  Hospitals Group,2014-03-28T00:00:00Z,276
< 1 Year,Paediatrics,RCSI  Hospitals Group,2014-03-28T00:00:00Z,1156
> 1 Year,Paediatrics,RCSI  Hospitals Group,2014-03-28T00:00:00Z,6
< 1 Year,Pain Relief,RCSI  Hospitals Group,2014-03-28T00:00:00Z,908
> 1 Year,Pain Relief,RCSI  Hospitals Group,2014-03-28T00:00:00Z,93
< 1 Year,Plastic Surgery,RCSI  Hospitals Group,2014-03-28T00:00:00Z,1180
> 1 Year,Plastic Surgery,RCSI  Hospitals Group,2014-03-28T00:00:00Z,1
< 1 Year,Psychiatry,RCSI  Hospitals Group,2014-03-28T00:00:00Z,94
< 1 Year,Respiratory Medicine,RCSI  Hospitals Group,2014-03-28T00:00:00Z,1721
> 1 Year,Respiratory Medicine,RCSI  Hospitals Group,2014-03-28T00:00:00Z,3
< 1 Year,Rheumatology,RCSI  Hospitals Group,2014-03-28T00:00:00Z,1027
< 1 Year,Urology,RCSI  Hospitals Group,2014-03-28T00:00:00Z,2010
> 1 Year,Urology,RCSI  Hospitals Group,2014-03-28T00:00:00Z,5
< 1 Year,Vascular Surgery,RCSI  Hospitals Group,2014-03-28T00:00:00Z,566
> 1 Year,Vascular Surgery,RCSI  Hospitals Group,2014-03-28T00:00:00Z,1
< 1 Year,Anaesthetics,Saolta University Health Care Group,2014-03-28T00:00:00Z,543
> 1 Year,Anaesthetics,Saolta University Health Care Group,2014-03-28T00:00:00Z,73
< 1 Year,Cardio-Thoracic Surgery,Saolta University Health Care Group,2014-03-28T00:00:00Z,13
< 1 Year,Cardiology,Saolta University Health Care Group,2014-03-28T00:00:00Z,1528
> 1 Year,Cardiology,Saolta University Health Care Group,2014-03-28T00:00:00Z,53
< 1 Year,Clinical Neurophysiology,Saolta University Health Care Group,2014-03-28T00:00:00Z,69
< 1 Year,Clinical Pharmacology,Saolta University Health Care Group,2014-03-28T00:00:00Z,25
< 1 Year,Dermatology,Saolta University Health Care Group,2014-03-28T00:00:00Z,3332
> 1 Year,Dermatology,Saolta University Health Care Group,2014-03-28T00:00:00Z,118
< 1 Year,Endocrinology,Saolta University Health Care Group,2014-03-28T00:00:00Z,463
> 1 Year,Endocrinology,Saolta University Health Care Group,2014-03-28T00:00:00Z,10
< 1 Year,Gastro-Enterology,Saolta University Health Care Group,2014-03-28T00:00:00Z,532
> 1 Year,Gastro-Enterology,Saolta University Health Care Group,2014-03-28T00:00:00Z,1
< 1 Year,General Medicine,Saolta University Health Care Group,2014-03-28T00:00:00Z,5259
> 1 Year,General Medicine,Saolta University Health Care Group,2014-03-28T00:00:00Z,304
< 1 Year,General Surgery,Saolta University Health Care Group,2014-03-28T00:00:00Z,6929
> 1 Year,General Surgery,Saolta University Health Care Group,2014-03-28T00:00:00Z,236
< 1 Year,Geriatric Medicine,Saolta University Health Care Group,2014-03-28T00:00:00Z,251
> 1 Year,Geriatric Medicine,Saolta University Health Care Group,2014-03-28T00:00:00Z,7
< 1 Year,Gynaecology,Saolta University Health Care Group,2014-03-28T00:00:00Z,3900
> 1 Year,Gynaecology,Saolta University Health Care Group,2014-03-28T00:00:00Z,132
< 1 Year,Haematology,Saolta University Health Care Group,2014-03-28T00:00:00Z,439
> 1 Year,Haematology,Saolta University Health Care Group,2014-03-28T00:00:00Z,1
< 1 Year,Immunology,Saolta University Health Care Group,2014-03-28T00:00:00Z,58
> 1 Year,Immunology,Saolta University Health Care Group,2014-03-28T00:00:00Z,5
< 1 Year,Maxillo-Facial,Saolta University Health Care Group,2014-03-28T00:00:00Z,482
> 1 Year,Maxillo-Facial,Saolta University Health Care Group,2014-03-28T00:00:00Z,59
< 1 Year,Nephrology,Saolta University Health Care Group,2014-03-28T00:00:00Z,489
> 1 Year,Nephrology,Saolta University Health Care Group,2014-03-28T00:00:00Z,175
< 1 Year,Neurology,Saolta University Health Care Group,2014-03-28T00:00:00Z,1470
> 1 Year,Neurology,Saolta University Health Care Group,2014-03-28T00:00:00Z,154
< 1 Year,Obstetrics,Saolta University Health Care Group,2014-03-28T00:00:00Z,26
< 1 Year,Oncology,Saolta University Health Care Group,2014-03-28T00:00:00Z,73
< 1 Year,Ophthalmology,Saolta University Health Care Group,2014-03-28T00:00:00Z,2845
> 1 Year,Ophthalmology,Saolta University Health Care Group,2014-03-28T00:00:00Z,128
< 1 Year,Oral Surgery,Saolta University Health Care Group,2014-03-28T00:00:00Z,1218
> 1 Year,Oral Surgery,Saolta University Health Care Group,2014-03-28T00:00:00Z,93
< 1 Year,Orthopaedics,Saolta University Health Care Group,2014-03-28T00:00:00Z,7218
> 1 Year,Orthopaedics,Saolta University Health Care Group,2014-03-28T00:00:00Z,2269
< 1 Year,Otolaryngology (ENT),Saolta University Health Care Group,2014-03-28T00:00:00Z,7045
> 1 Year,Otolaryngology (ENT),Saolta University Health Care Group,2014-03-28T00:00:00Z,385
< 1 Year,Paediatrics,Saolta University Health Care Group,2014-03-28T00:00:00Z,2400
> 1 Year,Paediatrics,Saolta University Health Care Group,2014-03-28T00:00:00Z,41
< 1 Year,Pain Relief,Saolta University Health Care Group,2014-03-28T00:00:00Z,198
> 1 Year,Pain Relief,Saolta University Health Care Group,2014-03-28T00:00:00Z,24
< 1 Year,Pathology,Saolta University Health Care Group,2014-03-28T00:00:00Z,9
< 1 Year,Plastic Surgery,Saolta University Health Care Group,2014-03-28T00:00:00Z,2050
> 1 Year,Plastic Surgery,Saolta University Health Care Group,2014-03-28T00:00:00Z,93
< 1 Year,Radiotherapy,Saolta University Health Care Group,2014-03-28T00:00:00Z,11
< 1 Year,Respiratory Medicine,Saolta University Health Care Group,2014-03-28T00:00:00Z,444
> 1 Year,Respiratory Medicine,Saolta University Health Care Group,2014-03-28T00:00:00Z,41
< 1 Year,Rheumatology,Saolta University Health Care Group,2014-03-28T00:00:00Z,1263
> 1 Year,Rheumatology,Saolta University Health Care Group,2014-03-28T00:00:00Z,95
< 1 Year,Urology,Saolta University Health Care Group,2014-03-28T00:00:00Z,2821
> 1 Year,Urology,Saolta University Health Care Group,2014-03-28T00:00:00Z,427
< 1 Year,Vascular Surgery,Saolta University Health Care Group,2014-03-28T00:00:00Z,1225
> 1 Year,Vascular Surgery,Saolta University Health Care Group,2014-03-28T00:00:00Z,137
< 1 Year,Anaesthetics,South/South West Hospital Group,2014-03-28T00:00:00Z,5
< 1 Year,Breast Surgery,South/South West Hospital Group,2014-03-28T00:00:00Z,1148
< 1 Year,Cardio-Thoracic Surgery,South/South West Hospital Group,2014-03-28T00:00:00Z,73
< 1 Year,Cardiology,South/South West Hospital Group,2014-03-28T00:00:00Z,1703
> 1 Year,Cardiology,South/South West Hospital Group,2014-03-28T00:00:00Z,6
< 1 Year,Dermatology,South/South West Hospital Group,2014-03-28T00:00:00Z,5540
> 1 Year,Dermatology,South/South West Hospital Group,2014-03-28T00:00:00Z,210
< 1 Year,Diabetes Mellitus,South/South West Hospital Group,2014-03-28T00:00:00Z,434
> 1 Year,Diabetes Mellitus,South/South West Hospital Group,2014-03-28T00:00:00Z,47
< 1 Year,Endocrinology,South/South West Hospital Group,2014-03-28T00:00:00Z,668
> 1 Year,Endocrinology,South/South West Hospital Group,2014-03-28T00:00:00Z,16
< 1 Year,Gastro-Enterology,South/South West Hospital Group,2014-03-28T00:00:00Z,1304
> 1 Year,Gastro-Enterology,South/South West Hospital Group,2014-03-28T00:00:00Z,24
< 1 Year,Gastro-Intestinal Surgery,South/South West Hospital Group,2014-03-28T00:00:00Z,248
< 1 Year,General Medicine,South/South West Hospital Group,2014-03-28T00:00:00Z,4178
> 1 Year,General Medicine,South/South West Hospital Group,2014-03-28T00:00:00Z,309
< 1 Year,General Surgery,South/South West Hospital Group,2014-03-28T00:00:00Z,7588
> 1 Year,General Surgery,South/South West Hospital Group,2014-03-28T00:00:00Z,293
< 1 Year,Geriatric Medicine,South/South West Hospital Group,2014-03-28T00:00:00Z,305
< 1 Year,Gynaecology,South/South West Hospital Group,2014-03-28T00:00:00Z,3697
> 1 Year,Gynaecology,South/South West Hospital Group,2014-03-28T00:00:00Z,143
< 1 Year,Haematology,South/South West Hospital Group,2014-03-28T00:00:00Z,144
> 1 Year,Haematology,South/South West Hospital Group,2014-03-28T00:00:00Z,2
< 1 Year,Hepato-Biliary Surgery,South/South West Hospital Group,2014-03-28T00:00:00Z,70
< 1 Year,Infectious Diseases,South/South West Hospital Group,2014-03-28T00:00:00Z,20
< 1 Year,Maxillo-Facial,South/South West Hospital Group,2014-03-28T00:00:00Z,238
< 1 Year,Nephrology,South/South West Hospital Group,2014-03-28T00:00:00Z,210
< 1 Year,Neurology,South/South West Hospital Group,2014-03-28T00:00:00Z,1817
> 1 Year,Neurology,South/South West Hospital Group,2014-03-28T00:00:00Z,47
< 1 Year,Neurosurgery,South/South West Hospital Group,2014-03-28T00:00:00Z,1401
> 1 Year,Neurosurgery,South/South West Hospital Group,2014-03-28T00:00:00Z,48
< 1 Year,Oncology,South/South West Hospital Group,2014-03-28T00:00:00Z,63
> 1 Year,Oncology,South/South West Hospital Group,2014-03-28T00:00:00Z,1
< 1 Year,Ophthalmology,South/South West Hospital Group,2014-03-28T00:00:00Z,4794
> 1 Year,Ophthalmology,South/South West Hospital Group,2014-03-28T00:00:00Z,233
< 1 Year,Orthopaedics,South/South West Hospital Group,2014-03-28T00:00:00Z,9203
> 1 Year,Orthopaedics,South/South West Hospital Group,2014-03-28T00:00:00Z,519
< 1 Year,Otolaryngology (ENT),South/South West Hospital Group,2014-03-28T00:00:00Z,7930
> 1 Year,Otolaryngology (ENT),South/South West Hospital Group,2014-03-28T00:00:00Z,409
< 1 Year,Paed Cardiology,South/South West Hospital Group,2014-03-28T00:00:00Z,145
> 1 Year,Paed Cardiology,South/South West Hospital Group,2014-03-28T00:00:00Z,6
< 1 Year,Paed Endocrinology,South/South West Hospital Group,2014-03-28T00:00:00Z,53
> 1 Year,Paed Endocrinology,South/South West Hospital Group,2014-03-28T00:00:00Z,3
< 1 Year,Paediatric Neurology,South/South West Hospital Group,2014-03-28T00:00:00Z,286
> 1 Year,Paediatric Neurology,South/South West Hospital Group,2014-03-28T00:00:00Z,7
< 1 Year,Paediatric Neurosurgery,South/South West Hospital Group,2014-03-28T00:00:00Z,11
< 1 Year,Paediatric Respiratory Medicine,South/South West Hospital Group,2014-03-28T00:00:00Z,85
< 1 Year,Paediatrics,South/South West Hospital Group,2014-03-28T00:00:00Z,1773
> 1 Year,Paediatrics,South/South West Hospital Group,2014-03-28T00:00:00Z,14
< 1 Year,Pain Relief,South/South West Hospital Group,2014-03-28T00:00:00Z,1393
> 1 Year,Pain Relief,South/South West Hospital Group,2014-03-28T00:00:00Z,329
< 1 Year,Palliative Medicine,South/South West Hospital Group,2014-03-28T00:00:00Z,1
< 1 Year,Plastic Surgery,South/South West Hospital Group,2014-03-28T00:00:00Z,2057
> 1 Year,Plastic Surgery,South/South West Hospital Group,2014-03-28T00:00:00Z,95
< 1 Year,Psychiatry,South/South West Hospital Group,2014-03-28T00:00:00Z,46
> 1 Year,Psychiatry,South/South West Hospital Group,2014-03-28T00:00:00Z,2
< 1 Year,Radiology,South/South West Hospital Group,2014-03-28T00:00:00Z,1
< 1 Year,Respiratory Medicine,South/South West Hospital Group,2014-03-28T00:00:00Z,1277
> 1 Year,Respiratory Medicine,South/South West Hospital Group,2014-03-28T00:00:00Z,68
< 1 Year,Rheumatology,South/South West Hospital Group,2014-03-28T00:00:00Z,2073
> 1 Year,Rheumatology,South/South West Hospital Group,2014-03-28T00:00:00Z,117
< 1 Year,Urology,South/South West Hospital Group,2014-03-28T00:00:00Z,2044
> 1 Year,Urology,South/South West Hospital Group,2014-03-28T00:00:00Z,19
