Archive_Date,Hospital_Group,Hospital_HIPE,Hospital_Name,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,700,Gastro-Enterology,Day Case,Adult,65+, 12-15 Months,1
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,900,Geriatric Medicine,Day Case,Adult,16-64,  0-3 Months,2
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,900,Geriatric Medicine,Day Case,Adult,65+,  0-3 Months,3
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2300,Nephrology,Day Case,Adult,16-64,  0-3 Months,2
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2400,Respiratory Medicine,Day Case,Adult,16-64,  0-3 Months,2
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2400,Respiratory Medicine,Day Case,Adult,16-64,  6-9 Months,2
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2400,Respiratory Medicine,Day Case,Adult,16-64,  9-12 Months,1
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2400,Respiratory Medicine,Day Case,Adult,65+,  0-3 Months,1
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2400,Respiratory Medicine,Day Case,Adult,65+,  3-6 Months,2
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2400,Respiratory Medicine,Day Case,Adult,65+,  6-9 Months,2
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2400,Respiratory Medicine,Day Case,Adult,65+,  9-12 Months,1
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2500,Rheumatology,Day Case,Adult,16-64,  3-6 Months,1
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2500,Rheumatology,Day Case,Adult,65+,  0-3 Months,1
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,32
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,27
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,20
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,9
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,1
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,8
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,7
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,7
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,2
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,1
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,1
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,  0-3 Months,13
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,  3-6 Months,4
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,  6-9 Months,1
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,  9-12 Months,3
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,  0-3 Months,7
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,  3-6 Months,1
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,  6-9 Months,1
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,16-64,  0-3 Months,15
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,16-64,  3-6 Months,5
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,16-64,  6-9 Months,2
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,65+,  0-3 Months,5
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,65+,  3-6 Months,2
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,2604,Vascular Surgery,Day Case,Adult,16-64,  3-6 Months,1
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,3
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,4
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,4
29/03/2018,South/South West Hospital Group,913,Mercy University Hospital,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,3
29/03/2018,South/South West Hospital Group,915,South Infirmary Victoria University Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,67
29/03/2018,South/South West Hospital Group,915,South Infirmary Victoria University Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,1
29/03/2018,South/South West Hospital Group,915,South Infirmary Victoria University Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,20
29/03/2018,South/South West Hospital Group,915,South Infirmary Victoria University Hospital,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,1
29/03/2018,University of Limerick Hospital Group,300,University Hospital Limerick,700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,228
29/03/2018,University of Limerick Hospital Group,300,University Hospital Limerick,700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,259
29/03/2018,University of Limerick Hospital Group,300,University Hospital Limerick,700,Gastro-Enterology,Day Case,Adult,16-64,  6-9 Months,207
29/03/2018,University of Limerick Hospital Group,300,University Hospital Limerick,700,Gastro-Enterology,Day Case,Adult,16-64,  9-12 Months,103
29/03/2018,University of Limerick Hospital Group,300,University Hospital Limerick,700,Gastro-Enterology,Day Case,Adult,16-64, 12-15 Months,51
29/03/2018,University of Limerick Hospital Group,300,University Hospital Limerick,700,Gastro-Enterology,Day Case,Adult,16-64, 15-18 Months,15
29/03/2018,University of Limerick Hospital Group,300,University Hospital Limerick,700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,92
29/03/2018,University of Limerick Hospital Group,300,University Hospital Limerick,700,Gastro-Enterology,Day Case,Adult,65+,  3-6 Months,85
29/03/2018,University of Limerick Hospital Group,300,University Hospital Limerick,700,Gastro-Enterology,Day Case,Adult,65+,  6-9 Months,81
29/03/2018,University of Limerick Hospital Group,300,University Hospital Limerick,700,Gastro-Enterology,Day Case,Adult,65+,  9-12 Months,40
29/03/2018,University of Limerick Hospital Group,300,University Hospital Limerick,700,Gastro-Enterology,Day Case,Adult,65+, 12-15 Months,13
29/03/2018,University of Limerick Hospital Group,300,University Hospital Limerick,700,Gastro-Enterology,Day Case,Child,0-15,  6-9 Months,1
29/03/2018,University of Limerick Hospital Group,300,University Hospital Limerick,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,82
29/03/2018,University of Limerick Hospital Group,300,University Hospital Limerick,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,41
29/03/2018,University of Limerick Hospital Group,300,University Hospital Limerick,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,18
29/03/2018,University of Limerick Hospital Group,300,University Hospital Limerick,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,4
29/03/2018,University of Limerick Hospital Group,300,University Hospital Limerick,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,41
29/03/2018,University of Limerick Hospital Group,300,University Hospital Limerick,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,23
29/03/2018,University of Limerick Hospital Group,300,University Hospital Limerick,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,11
29/03/2018,University of Limerick Hospital Group,304,Nenagh Hospital,700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,109
29/03/2018,University of Limerick Hospital Group,304,Nenagh Hospital,700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,85
29/03/2018,University of Limerick Hospital Group,304,Nenagh Hospital,700,Gastro-Enterology,Day Case,Adult,16-64,  6-9 Months,23
29/03/2018,University of Limerick Hospital Group,304,Nenagh Hospital,700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,49
29/03/2018,University of Limerick Hospital Group,304,Nenagh Hospital,700,Gastro-Enterology,Day Case,Adult,65+,  3-6 Months,32
29/03/2018,University of Limerick Hospital Group,304,Nenagh Hospital,700,Gastro-Enterology,Day Case,Adult,65+,  6-9 Months,12
29/03/2018,University of Limerick Hospital Group,304,Nenagh Hospital,700,Gastro-Enterology,Inpatient,Adult,65+,  0-3 Months,1
29/03/2018,University of Limerick Hospital Group,304,Nenagh Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,53
29/03/2018,University of Limerick Hospital Group,304,Nenagh Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,19
29/03/2018,University of Limerick Hospital Group,304,Nenagh Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,1
29/03/2018,University of Limerick Hospital Group,304,Nenagh Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,12
29/03/2018,University of Limerick Hospital Group,304,Nenagh Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,9
29/03/2018,University of Limerick Hospital Group,304,Nenagh Hospital,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,1
29/03/2018,University of Limerick Hospital Group,305,Ennis Hospital,700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,61
29/03/2018,University of Limerick Hospital Group,305,Ennis Hospital,700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,1
29/03/2018,University of Limerick Hospital Group,305,Ennis Hospital,700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,27
29/03/2018,University of Limerick Hospital Group,305,Ennis Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,104
29/03/2018,University of Limerick Hospital Group,305,Ennis Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,35
29/03/2018,University of Limerick Hospital Group,305,Ennis Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,3
29/03/2018,University of Limerick Hospital Group,305,Ennis Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,31
29/03/2018,University of Limerick Hospital Group,305,Ennis Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,19
29/03/2018,University of Limerick Hospital Group,918,St. John's Hospital Limerick,700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,74
29/03/2018,University of Limerick Hospital Group,918,St. John's Hospital Limerick,700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,65
29/03/2018,University of Limerick Hospital Group,918,St. John's Hospital Limerick,700,Gastro-Enterology,Day Case,Adult,16-64,  6-9 Months,20
29/03/2018,University of Limerick Hospital Group,918,St. John's Hospital Limerick,700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,26
29/03/2018,University of Limerick Hospital Group,918,St. John's Hospital Limerick,700,Gastro-Enterology,Day Case,Adult,65+,  3-6 Months,18
29/03/2018,University of Limerick Hospital Group,918,St. John's Hospital Limerick,700,Gastro-Enterology,Day Case,Adult,65+,  6-9 Months,7
29/03/2018,University of Limerick Hospital Group,918,St. John's Hospital Limerick,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,50
29/03/2018,University of Limerick Hospital Group,918,St. John's Hospital Limerick,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,43
29/03/2018,University of Limerick Hospital Group,918,St. John's Hospital Limerick,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,24
29/03/2018,University of Limerick Hospital Group,918,St. John's Hospital Limerick,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,22
29/03/2018,University of Limerick Hospital Group,918,St. John's Hospital Limerick,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,12
29/03/2018,University of Limerick Hospital Group,918,St. John's Hospital Limerick,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,9
29/03/2018,University of Limerick Hospital Group,918,St. John's Hospital Limerick,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,2
29/03/2018,University of Limerick Hospital Group,918,St. John's Hospital Limerick,2600,General Surgery,Inpatient,Adult,65+,  3-6 Months,1
26/04/2018,Children's Hospital Group,941,Our Lady's Children's Hospital Crumlin,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  0-3 Months,103
26/04/2018,Children's Hospital Group,941,Our Lady's Children's Hospital Crumlin,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  3-6 Months,35
26/04/2018,Children's Hospital Group,941,Our Lady's Children's Hospital Crumlin,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  6-9 Months,18
26/04/2018,Children's Hospital Group,941,Our Lady's Children's Hospital Crumlin,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  9-12 Months,6
26/04/2018,Children's Hospital Group,941,Our Lady's Children's Hospital Crumlin,1906,Paed Gastro-Enterol,Day Case,Child,0-15, 12-15 Months,3
26/04/2018,Children's Hospital Group,941,Our Lady's Children's Hospital Crumlin,1906,Paed Gastro-Enterol,Day Case,Child,0-15, 15-18 Months,2
26/04/2018,Children's Hospital Group,941,Our Lady's Children's Hospital Crumlin,1906,Paed Gastro-Enterol,Day Case,Child,16-64,  0-3 Months,7
26/04/2018,Children's Hospital Group,941,Our Lady's Children's Hospital Crumlin,1906,Paed Gastro-Enterol,Day Case,Child,16-64,  3-6 Months,3
26/04/2018,Children's Hospital Group,941,Our Lady's Children's Hospital Crumlin,1906,Paed Gastro-Enterol,Day Case,Child,16-64,  6-9 Months,4
26/04/2018,Children's Hospital Group,941,Our Lady's Children's Hospital Crumlin,1906,Paed Gastro-Enterol,Day Case,Child,16-64, 12-15 Months,1
26/04/2018,Children's Hospital Group,941,Our Lady's Children's Hospital Crumlin,1906,Paed Gastro-Enterol,Inpatient,Child,0-15,  0-3 Months,1
26/04/2018,Children's Hospital Group,941,Our Lady's Children's Hospital Crumlin,1906,Paed Gastro-Enterol,Inpatient,Child,0-15,  3-6 Months,1
26/04/2018,Children's Hospital Group,941,Our Lady's Children's Hospital Crumlin,1906,Paed Gastro-Enterol,Inpatient,Child,0-15,  6-9 Months,2
26/04/2018,Children's Hospital Group,941,Our Lady's Children's Hospital Crumlin,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,1
26/04/2018,Children's Hospital Group,941,Our Lady's Children's Hospital Crumlin,2600,General Surgery,Day Case,Child,0-15, 15-18 Months,1
26/04/2018,Children's Hospital Group,992,National Childrens Hospital at Tallaght University Hospital,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  0-3 Months,46
26/04/2018,Children's Hospital Group,992,National Childrens Hospital at Tallaght University Hospital,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  3-6 Months,25
26/04/2018,Children's Hospital Group,992,National Childrens Hospital at Tallaght University Hospital,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  6-9 Months,11
26/04/2018,Children's Hospital Group,992,National Childrens Hospital at Tallaght University Hospital,1906,Paed Gastro-Enterol,Day Case,Child,16-64,  0-3 Months,2
26/04/2018,Children's Hospital Group,992,National Childrens Hospital at Tallaght University Hospital,1906,Paed Gastro-Enterol,Day Case,Child,16-64,  3-6 Months,3
26/04/2018,Children's Hospital Group,992,National Childrens Hospital at Tallaght University Hospital,1906,Paed Gastro-Enterol,Day Case,Child,16-64,  6-9 Months,2
26/04/2018,Children's Hospital Group,992,National Childrens Hospital at Tallaght University Hospital,1906,Paed Gastro-Enterol,Inpatient,Child,0-15,  0-3 Months,1
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,138
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,117
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,75
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,29
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,34
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,17
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,2600,General Surgery,Day Case,Adult,16-64,18+ Months,29
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,32
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,14
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,16
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,6
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,9
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,2600,General Surgery,Day Case,Adult,65+, 15-18 Months,4
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,2600,General Surgery,Day Case,Adult,65+,18+ Months,9
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,1
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,1
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,2
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,2600,General Surgery,Inpatient,Adult,16-64,  9-12 Months,111
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,2600,General Surgery,Inpatient,Adult,16-64, 12-15 Months,18
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,2600,General Surgery,Inpatient,Adult,16-64,18+ Months,3
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,2600,General Surgery,Inpatient,Adult,65+,  9-12 Months,19
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,2600,General Surgery,Inpatient,Adult,65+, 12-15 Months,3
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,159
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,92
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Day Case,Adult,16-64,  6-9 Months,103
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Day Case,Adult,16-64,  9-12 Months,18
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Day Case,Adult,16-64, 12-15 Months,15
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Day Case,Adult,16-64, 15-18 Months,18
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Day Case,Adult,16-64,18+ Months,12
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,44
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,20
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Day Case,Adult,65+,  6-9 Months,20
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Day Case,Adult,65+,  9-12 Months,11
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Day Case,Adult,65+, 12-15 Months,15
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Day Case,Adult,65+, 15-18 Months,8
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Day Case,Adult,65+,18+ Months,10
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Inpatient,Adult,16-64,  0-3 Months,1
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Inpatient,Adult,16-64,  3-6 Months,2
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Inpatient,Adult,16-64,  6-9 Months,1
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Inpatient,Adult,16-64,  9-12 Months,83
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Inpatient,Adult,16-64, 12-15 Months,16
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Inpatient,Adult,16-64, 15-18 Months,1
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Inpatient,Adult,65+,  9-12 Months,28
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Inpatient,Adult,65+, 12-15 Months,6
26/04/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Inpatient,Adult,65+, 15-18 Months,1
26/04/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,93
26/04/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,50
26/04/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,44
26/04/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,18
26/04/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,3
26/04/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,37
26/04/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,22
26/04/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,12
26/04/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,6
26/04/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,2
26/04/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,2
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,102
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,57
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,11
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,16
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,7
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,1
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,32
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,19
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,8
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,10
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,3
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,1
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,55
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,21
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,16-64,  6-9 Months,20
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,16-64,  9-12 Months,14
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,16-64, 12-15 Months,7
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,16-64, 15-18 Months,10
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,16-64,18+ Months,7
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,22
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,3
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,65+,  6-9 Months,1
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,65+,  9-12 Months,3
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,65+, 12-15 Months,4
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,65+, 15-18 Months,1
26/04/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,65+,18+ Months,2
26/04/2018,Dublin Midlands Hospital Group,904,St. James's Hospital,700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,320
26/04/2018,Dublin Midlands Hospital Group,904,St. James's Hospital,700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,63
