Archive Date,Group,Hospital HIPE,Hospital,Specialty HIPE,Specialty,Case Type,Adult/Child,Age Categorisation,Time Bands,Count
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,65+, 3-6 Months,43
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,65+, 6-9 Months,36
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,65+, 9-12 Months,38
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,65+,12-15 Months,17
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Child,0-15, 6-9 Months,2
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,16-64, 0-3 Months,10
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,16-64, 3-6 Months,8
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,16-64, 6-9 Months,10
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,16-64, 9-12 Months,19
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,16-64,12-15 Months,8
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,65+, 0-3 Months,1
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,65+, 3-6 Months,2
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,65+, 6-9 Months,5
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,65+, 9-12 Months,10
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,2600,General Surgery,Day Case,Adult,65+,12-15 Months,4
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64, 0-3 Months,62
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64, 3-6 Months,53
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64, 6-9 Months,56
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64, 9-12 Months,51
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,12-15 Months,14
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+, 0-3 Months,17
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+, 3-6 Months,21
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+, 6-9 Months,15
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+, 9-12 Months,13
2016-04-28,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,12-15 Months,4
2016-04-28,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,16-64, 0-3 Months,78
2016-04-28,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,65+, 0-3 Months,41
2016-04-28,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,65+, 3-6 Months,1
2016-04-28,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Child,0-15, 0-3 Months,1
2016-04-28,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Inpatient,Adult,16-64, 3-6 Months,1
2016-04-28,South/South West Hospital Group,0607,South Tipperary General Hospital,5000,General Medicine,Day Case,Adult,16-64, 0-3 Months,99
2016-04-28,South/South West Hospital Group,0607,South Tipperary General Hospital,5000,General Medicine,Day Case,Adult,65+, 0-3 Months,37
2016-04-28,South/South West Hospital Group,0607,South Tipperary General Hospital,5000,General Medicine,Day Case,Child,0-15, 0-3 Months,1
2016-04-28,South/South West Hospital Group,0607,South Tipperary General Hospital,5000,General Medicine,Inpatient,Adult,65+, 0-3 Months,1
2016-04-28,South/South West Hospital Group,0703,Mallow General Hospital,0000,Small Volume Specialities,Day Case,Adult,16-64, 3-6 Months,1
2016-04-28,South/South West Hospital Group,0704,Bantry General Hospital,2600,General Surgery,Day Case,Adult,16-64, 0-3 Months,21
2016-04-28,South/South West Hospital Group,0704,Bantry General Hospital,2600,General Surgery,Day Case,Adult,65+, 0-3 Months,11
2016-04-28,South/South West Hospital Group,0704,Bantry General Hospital,5000,General Medicine,Day Case,Adult,16-64, 0-3 Months,74
2016-04-28,South/South West Hospital Group,0704,Bantry General Hospital,5000,General Medicine,Day Case,Adult,16-64, 3-6 Months,3
2016-04-28,South/South West Hospital Group,0704,Bantry General Hospital,5000,General Medicine,Day Case,Adult,65+, 0-3 Months,40
2016-04-28,South/South West Hospital Group,0724,Cork University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64, 0-3 Months,25
2016-04-28,South/South West Hospital Group,0724,Cork University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64, 3-6 Months,8
2016-04-28,South/South West Hospital Group,0724,Cork University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+, 0-3 Months,11
2016-04-28,South/South West Hospital Group,0724,Cork University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+, 3-6 Months,5
2016-04-28,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,16-64, 0-3 Months,42
2016-04-28,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,16-64, 3-6 Months,8
2016-04-28,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,16-64, 6-9 Months,6
2016-04-28,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,16-64, 9-12 Months,2
2016-04-28,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,16-64,12-15 Months,2
2016-04-28,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,65+, 0-3 Months,17
2016-04-28,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,65+, 3-6 Months,3
2016-04-28,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,65+, 6-9 Months,2
2016-04-28,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,65+, 9-12 Months,1
2016-04-28,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,65+,18+ Months,1
2016-04-28,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Child,0-15, 0-3 Months,1
2016-04-28,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Child,0-15, 3-6 Months,1
2016-04-28,South/South West Hospital Group,0726,Kerry General Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64, 0-3 Months,10
2016-04-28,South/South West Hospital Group,0726,Kerry General Hospital,0700,Gastro-Enterology,Day Case,Adult,65+, 0-3 Months,6
2016-04-28,South/South West Hospital Group,0726,Kerry General Hospital,2600,General Surgery,Day Case,Adult,16-64, 0-3 Months,154
2016-04-28,South/South West Hospital Group,0726,Kerry General Hospital,2600,General Surgery,Day Case,Adult,16-64, 3-6 Months,2
2016-04-28,South/South West Hospital Group,0726,Kerry General Hospital,2600,General Surgery,Day Case,Adult,65+, 0-3 Months,51
2016-04-28,South/South West Hospital Group,0726,Kerry General Hospital,5000,General Medicine,Day Case,Adult,16-64, 0-3 Months,10
2016-04-28,South/South West Hospital Group,0726,Kerry General Hospital,5000,General Medicine,Day Case,Adult,65+, 0-3 Months,8
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,0000,Small Volume Specialities,Day Case,Adult,16-64, 0-3 Months,10
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,0000,Small Volume Specialities,Day Case,Adult,65+, 0-3 Months,2
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,0000,Small Volume Specialities,Day Case,Adult,65+, 6-9 Months,1
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64, 0-3 Months,164
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64, 3-6 Months,25
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64, 6-9 Months,13
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64, 9-12 Months,6
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,12-15 Months,1
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,15-18 Months,1
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,18+ Months,14
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+, 0-3 Months,47
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+, 3-6 Months,7
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+, 6-9 Months,3
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,18+ Months,10
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Child,0-15, 0-3 Months,1
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Inpatient,Adult,65+, 0-3 Months,1
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,16-64, 0-3 Months,60
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,16-64, 3-6 Months,5
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,16-64, 6-9 Months,5
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,16-64,18+ Months,8
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,65+, 0-3 Months,30
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,65+, 3-6 Months,2
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,65+, 6-9 Months,3
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,65+,12-15 Months,1
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,65+,15-18 Months,2
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,65+,18+ Months,8
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Child,0-15, 0-3 Months,2
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Child,0-15, 3-6 Months,1
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64, 0-3 Months,14
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64, 3-6 Months,1
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64, 6-9 Months,2
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64, 9-12 Months,1
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,12-15 Months,5
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,15-18 Months,2
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,18+ Months,3
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+, 0-3 Months,11
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,12-15 Months,3
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,15-18 Months,2
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,18+ Months,11
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,16-64, 0-3 Months,31
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,16-64, 3-6 Months,2
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,16-64, 6-9 Months,2
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,16-64,15-18 Months,3
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,16-64,18+ Months,2
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,65+, 0-3 Months,8
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,65+, 3-6 Months,4
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,65+, 6-9 Months,1
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,65+, 9-12 Months,1
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,65+,15-18 Months,1
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Child,0-15, 0-3 Months,1
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2604,Vascular Surgery,Day Case,Adult,16-64, 0-3 Months,4
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2604,Vascular Surgery,Day Case,Adult,16-64, 3-6 Months,1
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,2604,Vascular Surgery,Day Case,Adult,65+,12-15 Months,1
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,5000,General Medicine,Day Case,Adult,16-64, 0-3 Months,4
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,5000,General Medicine,Day Case,Adult,16-64, 3-6 Months,1
2016-04-28,South/South West Hospital Group,0913,Mercy University Hospital,5000,General Medicine,Day Case,Adult,65+, 0-3 Months,5
2016-04-28,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2600,General Surgery,Day Case,Adult,16-64, 0-3 Months,124
2016-04-28,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2600,General Surgery,Day Case,Adult,65+, 0-3 Months,23
2016-04-28,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2600,General Surgery,Inpatient,Adult,16-64, 0-3 Months,2
2016-04-28,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2600,General Surgery,Inpatient,Adult,65+, 0-3 Months,1
2016-04-28,University of Limerick Hospital Group,0300,University Hospital Limerick,0700,Gastro-Enterology,Day Case,Adult,16-64, 0-3 Months,123
2016-04-28,University of Limerick Hospital Group,0300,University Hospital Limerick,0700,Gastro-Enterology,Day Case,Adult,16-64, 3-6 Months,68
2016-04-28,University of Limerick Hospital Group,0300,University Hospital Limerick,0700,Gastro-Enterology,Day Case,Adult,65+, 0-3 Months,36
2016-04-28,University of Limerick Hospital Group,0300,University Hospital Limerick,0700,Gastro-Enterology,Day Case,Adult,65+, 3-6 Months,18
2016-04-28,University of Limerick Hospital Group,0300,University Hospital Limerick,2600,General Surgery,Day Case,Adult,16-64, 0-3 Months,113
2016-04-28,University of Limerick Hospital Group,0300,University Hospital Limerick,2600,General Surgery,Day Case,Adult,16-64, 3-6 Months,14
2016-04-28,University of Limerick Hospital Group,0300,University Hospital Limerick,2600,General Surgery,Day Case,Adult,65+, 0-3 Months,44
2016-04-28,University of Limerick Hospital Group,0300,University Hospital Limerick,2600,General Surgery,Day Case,Adult,65+, 3-6 Months,8
2016-04-28,University of Limerick Hospital Group,0300,University Hospital Limerick,5000,General Medicine,Day Case,Adult,16-64, 0-3 Months,98
2016-04-28,University of Limerick Hospital Group,0300,University Hospital Limerick,5000,General Medicine,Day Case,Adult,16-64, 3-6 Months,2
2016-04-28,University of Limerick Hospital Group,0300,University Hospital Limerick,5000,General Medicine,Day Case,Adult,65+, 0-3 Months,34
2016-04-28,University of Limerick Hospital Group,0300,University Hospital Limerick,5000,General Medicine,Day Case,Child,0-15, 0-3 Months,1
2016-04-28,University of Limerick Hospital Group,0304,Nenagh Hospital,2600,General Surgery,Day Case,Adult,16-64, 0-3 Months,10
2016-04-28,University of Limerick Hospital Group,0304,Nenagh Hospital,2600,General Surgery,Day Case,Adult,65+, 0-3 Months,6
2016-04-28,University of Limerick Hospital Group,0304,Nenagh Hospital,5000,General Medicine,Day Case,Adult,16-64, 0-3 Months,85
2016-04-28,University of Limerick Hospital Group,0304,Nenagh Hospital,5000,General Medicine,Day Case,Adult,65+, 0-3 Months,26
2016-04-28,University of Limerick Hospital Group,0304,Nenagh Hospital,5000,General Medicine,Day Case,Adult,65+, 3-6 Months,1
2016-04-28,University of Limerick Hospital Group,0304,Nenagh Hospital,5000,General Medicine,Day Case,Child,0-15, 0-3 Months,1
2016-04-28,University of Limerick Hospital Group,0305,Ennis Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64, 0-3 Months,3
2016-04-28,University of Limerick Hospital Group,0305,Ennis Hospital,0700,Gastro-Enterology,Day Case,Adult,65+, 0-3 Months,1
2016-04-28,University of Limerick Hospital Group,0305,Ennis Hospital,0700,Gastro-Enterology,Inpatient,Adult,16-64, 0-3 Months,4
2016-04-28,University of Limerick Hospital Group,0305,Ennis Hospital,0700,Gastro-Enterology,Inpatient,Adult,16-64, 3-6 Months,1
2016-04-28,University of Limerick Hospital Group,0305,Ennis Hospital,2600,General Surgery,Day Case,Adult,16-64, 0-3 Months,48
2016-04-28,University of Limerick Hospital Group,0305,Ennis Hospital,2600,General Surgery,Day Case,Adult,65+, 0-3 Months,24
2016-04-28,University of Limerick Hospital Group,0305,Ennis Hospital,2600,General Surgery,Inpatient,Adult,16-64, 0-3 Months,107
2016-04-28,University of Limerick Hospital Group,0305,Ennis Hospital,2600,General Surgery,Inpatient,Adult,16-64, 3-6 Months,33
2016-04-28,University of Limerick Hospital Group,0305,Ennis Hospital,2600,General Surgery,Inpatient,Adult,65+, 0-3 Months,52
2016-04-28,University of Limerick Hospital Group,0305,Ennis Hospital,2600,General Surgery,Inpatient,Adult,65+, 3-6 Months,13
2016-04-28,University of Limerick Hospital Group,0305,Ennis Hospital,2600,General Surgery,Inpatient,Child,0-15, 0-3 Months,1
2016-04-28,University of Limerick Hospital Group,0305,Ennis Hospital,5000,General Medicine,Day Case,Adult,16-64, 0-3 Months,19
2016-04-28,University of Limerick Hospital Group,0305,Ennis Hospital,5000,General Medicine,Day Case,Adult,65+, 0-3 Months,11
2016-04-28,University of Limerick Hospital Group,0305,Ennis Hospital,5000,General Medicine,Inpatient,Adult,16-64, 0-3 Months,40
2016-04-28,University of Limerick Hospital Group,0305,Ennis Hospital,5000,General Medicine,Inpatient,Adult,16-64, 3-6 Months,18
2016-04-28,University of Limerick Hospital Group,0305,Ennis Hospital,5000,General Medicine,Inpatient,Adult,65+, 0-3 Months,19
2016-04-28,University of Limerick Hospital Group,0305,Ennis Hospital,5000,General Medicine,Inpatient,Adult,65+, 3-6 Months,5
2016-04-28,University of Limerick Hospital Group,0305,Ennis Hospital,5000,General Medicine,Inpatient,Child,0-15, 0-3 Months,1
2016-04-28,University of Limerick Hospital Group,0918,St. John's Hospital Limerick,0700,Gastro-Enterology,Day Case,Adult,16-64, 0-3 Months,72
2016-04-28,University of Limerick Hospital Group,0918,St. John's Hospital Limerick,0700,Gastro-Enterology,Day Case,Adult,16-64, 3-6 Months,32
2016-04-28,University of Limerick Hospital Group,0918,St. John's Hospital Limerick,0700,Gastro-Enterology,Day Case,Adult,65+, 0-3 Months,24
2016-04-28,University of Limerick Hospital Group,0918,St. John's Hospital Limerick,0700,Gastro-Enterology,Day Case,Adult,65+, 3-6 Months,7
2016-04-28,University of Limerick Hospital Group,0918,St. John's Hospital Limerick,0700,Gastro-Enterology,Day Case,Child,0-15, 0-3 Months,1
2016-04-28,University of Limerick Hospital Group,0918,St. John's Hospital Limerick,2600,General Surgery,Day Case,Adult,16-64, 0-3 Months,91
2016-04-28,University of Limerick Hospital Group,0918,St. John's Hospital Limerick,2600,General Surgery,Day Case,Adult,16-64, 3-6 Months,15
2016-04-28,University of Limerick Hospital Group,0918,St. John's Hospital Limerick,2600,General Surgery,Day Case,Adult,16-64, 6-9 Months,2
2016-04-28,University of Limerick Hospital Group,0918,St. John's Hospital Limerick,2600,General Surgery,Day Case,Adult,65+, 0-3 Months,18
2016-04-28,University of Limerick Hospital Group,0918,St. John's Hospital Limerick,2600,General Surgery,Day Case,Adult,65+, 3-6 Months,8
2016-04-28,University of Limerick Hospital Group,0918,St. John's Hospital Limerick,2600,General Surgery,Inpatient,Adult,65+, 3-6 Months,1
2016-05-31,Children's Hospital Group,0940,Childrens University Hospital Temple Street,0000,Small Volume Specialities,Inpatient,Child,0-15, 0-3 Months,1
2016-05-31,Children's Hospital Group,0940,Childrens University Hospital Temple Street,0000,Small Volume Specialities,Inpatient,Child,0-15, 3-6 Months,1
2016-05-31,Children's Hospital Group,0941,Our Lady's Children's Hospital Crumlin,0000,Small Volume Specialities,Day Case,Child,16-64, 9-12 Months,1
2016-05-31,Children's Hospital Group,0941,Our Lady's Children's Hospital Crumlin,0000,Small Volume Specialities,Inpatient,Child,0-15, 0-3 Months,1
2016-05-31,Children's Hospital Group,0941,Our Lady's Children's Hospital Crumlin,0000,Small Volume Specialities,Inpatient,Child,0-15, 3-6 Months,1
2016-05-31,Children's Hospital Group,0941,Our Lady's Children's Hospital Crumlin,1906,Paed Gastro-Enterol,Day Case,Child,0-15, 0-3 Months,94
2016-05-31,Children's Hospital Group,0941,Our Lady's Children's Hospital Crumlin,1906,Paed Gastro-Enterol,Day Case,Child,0-15, 3-6 Months,11
2016-05-31,Children's Hospital Group,0941,Our Lady's Children's Hospital Crumlin,1906,Paed Gastro-Enterol,Day Case,Child,0-15, 6-9 Months,6
2016-05-31,Children's Hospital Group,0941,Our Lady's Children's Hospital Crumlin,1906,Paed Gastro-Enterol,Day Case,Child,0-15, 9-12 Months,2
2016-05-31,Children's Hospital Group,0941,Our Lady's Children's Hospital Crumlin,1906,Paed Gastro-Enterol,Day Case,Child,0-15,12-15 Months,1
2016-05-31,Children's Hospital Group,0941,Our Lady's Children's Hospital Crumlin,1906,Paed Gastro-Enterol,Day Case,Child,16-64, 0-3 Months,4
2016-05-31,Children's Hospital Group,0941,Our Lady's Children's Hospital Crumlin,1906,Paed Gastro-Enterol,Inpatient,Child,0-15, 0-3 Months,1
2016-05-31,Children's Hospital Group,0992,Tallaght Children's Hospital,0000,Small Volume Specialities,Day Case,Child,0-15, 3-6 Months,1
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,16-64, 0-3 Months,271
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,16-64, 3-6 Months,124
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,16-64, 6-9 Months,113
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,16-64, 9-12 Months,142
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,16-64,12-15 Months,80
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,16-64,15-18 Months,60
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,65+, 0-3 Months,59
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,65+, 3-6 Months,17
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,65+, 6-9 Months,23
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,65+, 9-12 Months,21
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,65+,12-15 Months,16
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,65+,15-18 Months,14
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Child,0-15, 6-9 Months,1
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Inpatient,Adult,16-64, 0-3 Months,1
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Inpatient,Adult,16-64, 6-9 Months,4
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Day Case,Adult,16-64, 0-3 Months,115
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Day Case,Adult,16-64, 3-6 Months,164
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Day Case,Adult,16-64, 6-9 Months,123
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Day Case,Adult,16-64, 9-12 Months,108
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Day Case,Adult,16-64,12-15 Months,178
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Day Case,Adult,16-64,15-18 Months,42
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Day Case,Adult,65+, 0-3 Months,45
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Day Case,Adult,65+, 3-6 Months,43
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Day Case,Adult,65+, 6-9 Months,29
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Day Case,Adult,65+, 9-12 Months,25
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Day Case,Adult,65+,12-15 Months,43
2016-05-31,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Day Case,Adult,65+,15-18 Months,13
