Archive Date,Group,Hospital HIPE,Hospital,Specialty HIPE,Speciality,Case Type,Adult/Child,Age Profile,Time Bands,Total
2017-03-30,Dublin Midlands Hospital Group,1270,Tallaght Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 0-3 Months",105
2017-03-30,Dublin Midlands Hospital Group,1270,Tallaght Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 3-6 Months",49
2017-03-30,Dublin Midlands Hospital Group,1270,Tallaght Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 6-9 Months",19
2017-03-30,Dublin Midlands Hospital Group,1270,Tallaght Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 9-12 Months",14
2017-03-30,Dublin Midlands Hospital Group,1270,Tallaght Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,12-15 Months,2
2017-03-30,Dublin Midlands Hospital Group,1270,Tallaght Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",163
2017-03-30,Dublin Midlands Hospital Group,1270,Tallaght Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",77
2017-03-30,Dublin Midlands Hospital Group,1270,Tallaght Hospital,2600,General Surgery,Day Case,Adult,16-64," 6-9 Months",59
2017-03-30,Dublin Midlands Hospital Group,1270,Tallaght Hospital,2600,General Surgery,Day Case,Adult,16-64," 9-12 Months",39
2017-03-30,Dublin Midlands Hospital Group,1270,Tallaght Hospital,2600,General Surgery,Day Case,Adult,16-64,12-15 Months,30
2017-03-30,Dublin Midlands Hospital Group,1270,Tallaght Hospital,2600,General Surgery,Day Case,Adult,16-64,15-18 Months,4
2017-03-30,Dublin Midlands Hospital Group,1270,Tallaght Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",61
2017-03-30,Dublin Midlands Hospital Group,1270,Tallaght Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",28
2017-03-30,Dublin Midlands Hospital Group,1270,Tallaght Hospital,2600,General Surgery,Day Case,Adult,65+," 6-9 Months",12
2017-03-30,Dublin Midlands Hospital Group,1270,Tallaght Hospital,2600,General Surgery,Day Case,Adult,65+," 9-12 Months",9
2017-03-30,Dublin Midlands Hospital Group,1270,Tallaght Hospital,2600,General Surgery,Day Case,Adult,65+,12-15 Months,8
2017-03-30,Dublin Midlands Hospital Group,1270,Tallaght Hospital,2600,General Surgery,Day Case,Adult,65+,15-18 Months,3
2017-03-30,Ireland East Hospital Group,0101,St. Columcille's Hospital,0000,Small Volume Specialities,Day Case,Adult,16-64," 0-3 Months",1
2017-03-30,Ireland East Hospital Group,0101,St. Columcille's Hospital,0000,Small Volume Specialities,Day Case,Adult,16-64," 3-6 Months",1
2017-03-30,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",5
2017-03-30,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",1
2017-03-30,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,65+," 6-9 Months",1
2017-03-30,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",60
2017-03-30,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",1
2017-03-30,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Adult,16-64," 6-9 Months",1
2017-03-30,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",31
2017-03-30,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",1
2017-03-30,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",91
2017-03-30,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",32
2017-03-30,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,5000,General Medicine,Day Case,Adult,65+," 3-6 Months",1
2017-03-30,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,5000,General Medicine,Day Case,Child,0-15," 0-3 Months",1
2017-03-30,Ireland East Hospital Group,0403,Our Lady's Hospital Navan,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",5
2017-03-30,Ireland East Hospital Group,0403,Our Lady's Hospital Navan,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",1
2017-03-30,Ireland East Hospital Group,0403,Our Lady's Hospital Navan,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",2
2017-03-30,Ireland East Hospital Group,0403,Our Lady's Hospital Navan,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",12
2017-03-30,Ireland East Hospital Group,0403,Our Lady's Hospital Navan,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",3
2017-03-30,Ireland East Hospital Group,0403,Our Lady's Hospital Navan,5000,General Medicine,Day Case,Adult,65+," 3-6 Months",1
2017-03-30,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,0700,Gastro-Enterology,Day Case,Adult,16-64," 0-3 Months",47
2017-03-30,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,0700,Gastro-Enterology,Day Case,Adult,16-64," 3-6 Months",4
2017-03-30,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,0700,Gastro-Enterology,Day Case,Adult,16-64," 6-9 Months",2
2017-03-30,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,0700,Gastro-Enterology,Day Case,Adult,65+," 0-3 Months",31
2017-03-30,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,0700,Gastro-Enterology,Day Case,Adult,65+," 3-6 Months",2
2017-03-30,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,0700,Gastro-Enterology,Day Case,Adult,65+," 6-9 Months",3
2017-03-30,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",144
2017-03-30,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",106
2017-03-30,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,16-64," 6-9 Months",90
2017-03-30,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,16-64," 9-12 Months",8
2017-03-30,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",37
2017-03-30,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",17
2017-03-30,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,65+," 6-9 Months",16
2017-03-30,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,65+," 9-12 Months",3
2017-03-30,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Child,0-15," 3-6 Months",1
2017-03-30,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",11
2017-03-30,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,5000,General Medicine,Day Case,Adult,16-64," 3-6 Months",3
2017-03-30,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,5000,General Medicine,Day Case,Adult,16-64," 6-9 Months",1
2017-03-30,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",5
2017-03-30,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,5000,General Medicine,Day Case,Adult,65+," 6-9 Months",1
2017-03-30,Ireland East Hospital Group,0605,Wexford General Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",136
2017-03-30,Ireland East Hospital Group,0605,Wexford General Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",90
2017-03-30,Ireland East Hospital Group,0605,Wexford General Hospital,2600,General Surgery,Day Case,Adult,16-64," 6-9 Months",85
2017-03-30,Ireland East Hospital Group,0605,Wexford General Hospital,2600,General Surgery,Day Case,Adult,16-64," 9-12 Months",3
2017-03-30,Ireland East Hospital Group,0605,Wexford General Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",39
2017-03-30,Ireland East Hospital Group,0605,Wexford General Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",23
2017-03-30,Ireland East Hospital Group,0605,Wexford General Hospital,2600,General Surgery,Day Case,Adult,65+," 6-9 Months",21
2017-03-30,Ireland East Hospital Group,0605,Wexford General Hospital,2600,General Surgery,Day Case,Adult,65+," 9-12 Months",1
2017-03-30,Ireland East Hospital Group,0605,Wexford General Hospital,2600,General Surgery,Inpatient,Adult,16-64," 0-3 Months",1
2017-03-30,Ireland East Hospital Group,0605,Wexford General Hospital,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",85
2017-03-30,Ireland East Hospital Group,0605,Wexford General Hospital,5000,General Medicine,Day Case,Adult,16-64," 3-6 Months",21
2017-03-30,Ireland East Hospital Group,0605,Wexford General Hospital,5000,General Medicine,Day Case,Adult,16-64," 6-9 Months",12
2017-03-30,Ireland East Hospital Group,0605,Wexford General Hospital,5000,General Medicine,Day Case,Adult,16-64," 9-12 Months",9
2017-03-30,Ireland East Hospital Group,0605,Wexford General Hospital,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",24
2017-03-30,Ireland East Hospital Group,0605,Wexford General Hospital,5000,General Medicine,Day Case,Adult,65+," 3-6 Months",4
2017-03-30,Ireland East Hospital Group,0605,Wexford General Hospital,5000,General Medicine,Day Case,Adult,65+," 6-9 Months",1
2017-03-30,Ireland East Hospital Group,0908,Mater Misericordiae University Hospital,0000,Small Volume Specialities,Day Case,Adult,16-64," 0-3 Months",4
2017-03-30,Ireland East Hospital Group,0908,Mater Misericordiae University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64," 0-3 Months",16
2017-03-30,Ireland East Hospital Group,0908,Mater Misericordiae University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,12-15 Months,1
2017-03-30,Ireland East Hospital Group,0908,Mater Misericordiae University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+," 0-3 Months",7
2017-03-30,Ireland East Hospital Group,0908,Mater Misericordiae University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+," 6-9 Months",1
2017-03-30,Ireland East Hospital Group,0908,Mater Misericordiae University Hospital,2602,Gastro-Intestinal Surgery,Inpatient,Adult,65+," 6-9 Months",1
2017-03-30,Ireland East Hospital Group,0910,St. Vincent's University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 0-3 Months",97
2017-03-30,Ireland East Hospital Group,0910,St. Vincent's University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 0-3 Months",21
2017-03-30,Ireland East Hospital Group,0910,St. Vincent's University Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",28
2017-03-30,Ireland East Hospital Group,0910,St. Vincent's University Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",22
2017-03-30,Ireland East Hospital Group,0910,St. Vincent's University Hospital,2600,General Surgery,Inpatient,Adult,65+," 0-3 Months",1
2017-03-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,0700,Gastro-Enterology,Day Case,Adult,16-64," 0-3 Months",74
2017-03-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,0700,Gastro-Enterology,Day Case,Adult,16-64," 3-6 Months",9
2017-03-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,0700,Gastro-Enterology,Day Case,Adult,16-64," 6-9 Months",6
2017-03-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,0700,Gastro-Enterology,Day Case,Adult,65+," 0-3 Months",29
2017-03-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,0700,Gastro-Enterology,Day Case,Adult,65+," 3-6 Months",3
2017-03-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,0700,Gastro-Enterology,Day Case,Adult,65+," 6-9 Months",5
2017-03-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,0700,Gastro-Enterology,Inpatient,Adult,65+," 0-3 Months",2
2017-03-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",406
2017-03-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",46
2017-03-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Day Case,Adult,16-64," 6-9 Months",6
2017-03-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Day Case,Adult,16-64,12-15 Months,1
2017-03-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",113
2017-03-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",22
2017-03-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Day Case,Adult,65+," 6-9 Months",2
2017-03-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Inpatient,Adult,16-64," 3-6 Months",1
2017-03-30,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 0-3 Months",300
2017-03-30,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 3-6 Months",104
2017-03-30,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 6-9 Months",3
2017-03-30,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 0-3 Months",67
2017-03-30,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 3-6 Months",31
2017-03-30,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 6-9 Months",2
2017-03-30,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Inpatient,Adult,16-64," 0-3 Months",1
2017-03-30,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",115
2017-03-30,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",74
2017-03-30,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Day Case,Adult,16-64," 6-9 Months",39
2017-03-30,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",39
2017-03-30,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",15
2017-03-30,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Day Case,Adult,65+," 6-9 Months",4
2017-03-30,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Inpatient,Adult,16-64," 0-3 Months",1
2017-03-30,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",344
2017-03-30,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",180
2017-03-30,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,16-64," 6-9 Months",87
2017-03-30,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,16-64," 9-12 Months",24
2017-03-30,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",98
2017-03-30,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",32
2017-03-30,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,65+," 6-9 Months",27
2017-03-30,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,65+," 9-12 Months",11
2017-03-30,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,0-15," 3-6 Months",1
2017-03-30,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",127
2017-03-30,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,16-64," 3-6 Months",124
2017-03-30,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,16-64," 6-9 Months",88
2017-03-30,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,16-64," 9-12 Months",24
2017-03-30,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,16-64,12-15 Months,2
2017-03-30,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",35
2017-03-30,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,65+," 3-6 Months",33
2017-03-30,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,65+," 6-9 Months",34
2017-03-30,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,65+," 9-12 Months",9
2017-03-30,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",213
2017-03-30,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",1
2017-03-30,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",82
2017-03-30,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Day Case,Child,0-15," 0-3 Months",1
2017-03-30,RCSI  Hospitals Group,0402,Cavan General Hospital,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",42
2017-03-30,RCSI  Hospitals Group,0402,Cavan General Hospital,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",21
2017-03-30,RCSI  Hospitals Group,0402,Cavan General Hospital,5000,General Medicine,Day Case,Adult,65+," 3-6 Months",1
2017-03-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",87
2017-03-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",84
2017-03-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,16-64," 6-9 Months",54
2017-03-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,16-64," 9-12 Months",23
2017-03-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,16-64,12-15 Months,1
2017-03-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",28
2017-03-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",11
2017-03-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,65+," 6-9 Months",9
2017-03-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,65+," 9-12 Months",2
2017-03-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Inpatient,Adult,16-64," 0-3 Months",1
2017-03-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Inpatient,Adult,65+," 0-3 Months",1
2017-03-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",9
2017-03-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,5000,General Medicine,Day Case,Adult,16-64," 3-6 Months",2
2017-03-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,5000,General Medicine,Day Case,Adult,16-64," 6-9 Months",4
2017-03-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,5000,General Medicine,Day Case,Adult,16-64," 9-12 Months",2
2017-03-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,5000,General Medicine,Day Case,Adult,16-64,12-15 Months,1
2017-03-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",2
2017-03-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,5000,General Medicine,Day Case,Adult,65+," 3-6 Months",1
2017-03-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,5000,General Medicine,Day Case,Adult,65+," 6-9 Months",1
2017-03-30,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 0-3 Months",437
2017-03-30,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 3-6 Months",263
2017-03-30,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 6-9 Months",3
2017-03-30,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 0-3 Months",86
2017-03-30,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 3-6 Months",51
2017-03-30,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Child,0-15," 0-3 Months",1
2017-03-30,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Inpatient,Adult,16-64," 0-3 Months",1
2017-03-30,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",69
2017-03-30,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",41
2017-03-30,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,16-64," 6-9 Months",1
2017-03-30,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",19
2017-03-30,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",9
2017-03-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,0000,Small Volume Specialities,Day Case,Adult,16-64," 0-3 Months",1
2017-03-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,0000,Small Volume Specialities,Day Case,Adult,65+," 0-3 Months",1
2017-03-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",141
2017-03-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",83
2017-03-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",54
2017-03-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",37
2017-03-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,2600,General Surgery,Day Case,Adult,65+," 6-9 Months",1
2017-03-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",203
2017-03-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,5000,General Medicine,Day Case,Adult,16-64," 3-6 Months",9
2017-03-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",61
2017-03-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,5000,General Medicine,Day Case,Adult,65+," 3-6 Months",3
2017-03-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,5000,General Medicine,Day Case,Child,0-15," 0-3 Months",5
2017-03-30,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",125
2017-03-30,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",3
2017-03-30,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",61
2017-03-30,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",1
2017-03-30,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Inpatient,Adult,65+," 0-3 Months",1
2017-03-30,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",77
2017-03-30,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",32
2017-03-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 0-3 Months",396
2017-03-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 3-6 Months",192
2017-03-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 6-9 Months",137
2017-03-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 9-12 Months",86
2017-03-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,12-15 Months,61
2017-03-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,15-18 Months,1
2017-03-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,18+ Months,1
2017-03-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 0-3 Months",125
2017-03-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 3-6 Months",40
2017-03-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 6-9 Months",25
2017-03-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 9-12 Months",18
2017-03-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,12-15 Months,20
2017-03-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,18+ Months,1
2017-03-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Child,0-15," 0-3 Months",2
2017-03-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Child,0-15," 3-6 Months",2
